Time (ps),3max_apo,3max,4lxz,4ly1,5iwg,5ix0
57280,1.075917,1.10954,0.945403,1.280842,1.187326,1.448597
57290,1.046942,1.107218,0.988178,1.319127,1.17236,1.475692
57300,1.023904,1.034633,0.967294,1.38615,1.090605,1.486175
57310,0.928534,1.011422,0.942172,1.351734,1.104821,1.401735
57320,1.030227,1.101375,0.953143,1.336084,1.142204,1.498452
57330,0.9609,1.057501,1.01803,1.354537,1.125484,1.550004
57340,0.919121,1.180431,1.002807,1.262949,1.211401,1.519986
57350,1.005148,1.173538,0.976287,1.326585,1.213433,1.520678
57360,0.981228,1.146263,0.964524,1.253195,1.138017,1.462305
57370,1.014581,1.110019,0.959637,1.336663,1.084009,1.438187
57380,1.03908,1.07132,0.996248,1.261356,1.112331,1.494971
57390,1.007267,1.097801,1.059248,1.289706,1.063721,1.480782
57400,0.942767,1.228187,1.028653,1.244683,1.141523,1.394557
57410,1.019571,1.042664,1.01922,1.309106,1.142653,1.480167
57420,0.976941,1.027702,1.020846,1.362105,1.15035,1.436819
57430,1.094452,1.052209,0.95235,1.328824,1.172496,1.292543
57440,0.969103,1.105727,1.00456,1.295953,1.184162,1.379025
57450,1.059272,1.077819,1.014867,1.345596,1.106358,1.443887
57460,1.132471,1.067339,0.986418,1.286452,1.132016,1.418019
57470,1.06479,1.121386,0.990232,1.314418,1.136607,1.402121
57480,1.012733,1.082743,1.04887,1.273936,1.193005,1.407673
57490,1.026272,1.11899,0.982243,1.285027,1.176351,1.531865
57500,1.038879,0.930295,0.998884,1.242785,1.120219,1.367659
57510,0.999001,1.03765,0.948739,1.273192,1.145404,1.480646
57520,1.110635,1.054167,0.982799,1.255655,1.234774,1.452493
57530,0.99785,1.010227,1.026673,1.237011,1.169618,1.438728
57540,1.046798,1.040151,0.9422,1.299252,1.146797,1.428821
57550,1.054178,1.030933,0.98884,1.286335,1.281783,1.456624
57560,1.028443,1.138122,0.986417,1.263757,1.228823,1.423126
57570,1.001437,0.992758,0.97601,1.262324,1.326774,1.415488
57580,0.976502,1.06354,0.96097,1.283771,1.267151,1.428199
57590,1.095254,1.085911,0.959132,1.263057,1.22697,1.439125
57600,1.103639,0.956638,1.019736,1.290549,1.201228,1.502594
57610,1.015366,1.043676,1.004144,1.288484,1.134462,1.522235
57620,0.985534,1.032498,1.008061,1.239608,1.195337,1.483414
57630,1.089124,1.005274,1.006196,1.30689,1.212931,1.430859
57640,1.073022,1.110627,0.99337,1.3019,1.223737,1.555945
57650,1.083465,1.042974,1.000106,1.307415,1.1709,1.391898
57660,1.14945,1.06798,1.011507,1.304045,1.283957,1.413641
57670,1.072356,1.011422,1.034294,1.3125,1.068306,1.506076
57680,1.067763,1.060051,0.993557,1.323484,1.214674,1.516107
57690,1.047733,1.123876,1.01829,1.280269,1.164312,1.38943
57700,0.944236,1.149829,0.971734,1.253342,1.270195,1.480228
57710,1.024781,1.135722,1.02734,1.252519,1.26875,1.439768
57720,0.982374,1.086958,1.047017,1.300419,1.316859,1.515809
57730,1.014002,1.098873,0.934631,1.285839,1.307523,1.491214
57740,1.037931,1.091993,0.993468,1.213926,1.272096,1.446269
57750,1.026063,1.046954,0.916199,1.29938,1.210458,1.425643
57760,0.991385,1.096393,0.909123,1.34781,1.241618,1.452157
57770,1.052686,1.031134,0.962481,1.322047,1.111184,1.431001
57780,1.068482,1.081105,0.977819,1.302599,1.11749,1.406708
57790,1.033324,1.002297,0.995395,1.197693,1.197268,1.452864
57800,1.019263,1.010331,0.974867,1.230346,1.159198,1.4397
57810,1.03612,0.978042,1.014975,1.160504,1.223042,1.435031
57820,1.078807,0.99787,1.076153,1.179196,1.135486,1.372438
57830,1.013011,1.049187,1.065164,1.174396,1.09216,1.308084
57840,1.046647,0.996647,1.044943,1.211836,1.14439,1.367734
57850,1.053988,1.014047,1.061709,1.18583,1.172914,1.433646
57860,1.033501,1.052651,1.049683,1.161636,1.152986,1.422618
57870,1.036622,1.068638,1.10935,1.237931,1.235966,1.419396
57880,1.021127,1.071556,1.17049,1.237175,1.149786,1.418183
57890,1.024526,1.045695,1.097986,1.246971,1.291617,1.305812
57900,0.961749,1.07008,1.144544,1.247794,1.26205,1.368277
57910,1.026767,0.989577,1.063241,1.279977,1.161168,1.376404
57920,0.990206,1.036259,1.18941,1.295387,1.188649,1.295064
57930,0.995704,1.037455,1.141921,1.267759,1.291817,1.406636
57940,0.982828,1.001066,1.114461,1.257957,1.153346,1.453456
57950,1.040747,1.01373,1.075285,1.315539,1.197532,1.339131
57960,1.082606,1.108038,1.193331,1.221552,1.176552,1.440559
57970,1.089761,1.118608,1.116529,1.265004,1.19681,1.37992
57980,1.042157,1.166685,1.090639,1.281976,1.138217,1.278475
57990,1.052352,1.077709,1.050579,1.243824,1.162003,1.337402
58000,0.995518,1.070719,1.148425,1.196418,1.211158,1.39806
58010,1.038357,1.078036,1.068696,1.292151,1.131822,1.37032
58020,1.003729,1.028264,1.068833,1.264608,1.109613,1.379848
58030,1.049372,1.094424,1.052057,1.211206,1.196503,1.394582
58040,0.967402,1.086891,1.029531,1.252951,1.204785,1.328508
58050,1.085062,1.024541,0.970519,1.254044,1.136241,1.387577
58060,1.026618,1.04672,1.040977,1.297788,1.106352,1.372208
58070,1.019947,1.120603,0.990125,1.296393,1.129677,1.402043
58080,1.061046,1.060102,0.985792,1.250804,1.151207,1.372689
58090,1.064684,1.136889,1.005203,1.287396,1.099628,1.430502
58100,1.043771,1.105363,0.985208,1.256411,1.080092,1.491285
58110,1.005759,1.106654,1.070456,1.331879,1.078573,1.413418
58120,1.002695,1.141566,1.033908,1.286769,1.108346,1.453506
58130,1.041871,1.129036,1.0384,1.279416,1.090288,1.494751
58140,0.976325,1.074681,1.061389,1.267546,1.082099,1.454615
58150,1.071176,1.089135,1.133553,1.210933,1.067935,1.470463
58160,1.00831,1.048264,1.048985,1.22205,1.145963,1.396692
58170,1.091148,1.042862,1.037868,1.313543,1.155333,1.407365
58180,1.074108,1.000414,1.068253,1.214075,1.0229,1.449296
58190,1.071132,1.069279,1.097854,1.254923,1.110547,1.455339
58200,0.945506,1.045431,1.065454,1.276589,1.075493,1.419698
58210,0.979521,1.12279,1.12921,1.311452,1.161851,1.422334
58220,1.015308,1.031225,1.067422,1.300079,1.070681,1.418185
58230,1.013501,1.079825,1.039409,1.310777,1.110259,1.463908
58240,1.015016,1.066538,1.006045,1.268118,1.068078,1.468315
58250,1.034028,1.119243,1.059431,1.212145,1.166061,1.526638
58260,1.013578,1.039413,0.984462,1.212961,1.247273,1.43473
58270,1.035524,1.071609,1.004592,1.275585,1.182448,1.373657
58280,1.020346,1.049159,0.995167,1.218595,1.218251,1.447744
58290,1.061957,1.102627,0.993896,1.257741,1.195534,1.518777
58300,0.996148,1.043712,0.969741,1.21466,1.187213,1.60364
58310,1.002653,1.011598,0.96614,1.295524,1.191233,1.519366
58320,1.133573,1.095573,0.985002,1.287927,1.184685,1.443235
58330,1.099509,1.086064,0.975799,1.221886,1.168263,1.48161
58340,1.103882,0.965497,0.935171,1.280874,1.162827,1.535057
58350,1.041851,0.995479,0.994163,1.260645,1.129111,1.376318
58360,0.995124,1.038581,1.017028,1.311696,1.224185,1.462193
58370,0.973955,1.028953,1.006212,1.2738,1.172367,1.404476
58380,1.014527,1.016868,1.030806,1.251507,1.162617,1.486642
58390,1.007711,1.0179,0.987769,1.265314,1.205472,1.458423
58400,1.03676,0.967628,1.1018,1.196707,1.106831,1.387904
58410,0.983238,1.087633,1.113318,1.18804,1.124395,1.401217
58420,0.984486,1.090841,1.092844,1.219442,1.101163,1.446455
58430,1.024408,1.094161,0.975809,1.210791,1.137187,1.48652
58440,1.024089,0.993827,0.960195,1.254762,1.219611,1.431873
58450,0.995753,1.047651,0.986497,1.285865,1.222973,1.443547
58460,1.03857,1.062678,1.060545,1.243907,1.143503,1.486389
58470,1.055221,1.097006,1.095935,1.287234,1.153863,1.431626
58480,1.065868,1.063206,1.083752,1.286085,1.164613,1.441956
58490,1.049585,1.118617,1.064588,1.248449,1.144242,1.465535
58500,1.033339,1.113692,1.045697,1.323499,1.209892,1.419234
58510,0.978942,1.098687,1.086167,1.272419,1.1437,1.421775
58520,0.97021,1.136876,1.005021,1.273023,1.206464,1.520662
58530,0.96356,1.160533,1.042375,1.358737,1.298144,1.406231
58540,1.029914,1.165133,1.025464,1.278413,1.161666,1.462154
58550,1.025743,1.154756,1.041646,1.250329,1.189217,1.354827
58560,1.037431,1.117718,0.972402,1.272993,1.295321,1.389095
58570,1.05947,1.050693,0.965497,1.294238,1.369335,1.423097
58580,0.958069,1.09926,1.029925,1.283167,1.31705,1.386045
58590,1.022316,1.138715,0.980832,1.234585,1.279386,1.460516
58600,1.020231,1.067736,0.984698,1.264866,1.318016,1.383672
58610,1.034627,1.170094,0.96647,1.321898,1.311434,1.373142
58620,1.064984,1.152245,0.921997,1.236672,1.361642,1.440787
58630,0.958717,1.135519,0.971113,1.347099,1.344742,1.39933
58640,0.992821,1.191704,0.913589,1.274742,1.32121,1.388383
58650,0.98515,1.081576,0.963711,1.313005,1.260875,1.506887
58660,1.008497,1.070232,0.988391,1.256907,1.351013,1.375499
58670,1.087768,1.091698,1.09573,1.328234,1.295,1.366317
58680,1.062234,1.081908,1.078316,1.333691,1.269605,1.334851
58690,1.067231,1.07505,1.064237,1.357346,1.378844,1.415357
58700,1.018305,1.095627,1.053296,1.317947,1.297535,1.424583
58710,1.002281,1.052694,1.008794,1.280499,1.329206,1.384957
58720,1.024859,1.122151,1.073559,1.254827,1.256519,1.351021
58730,1.056372,1.106276,1.00006,1.242908,1.183866,1.426954
58740,1.040668,1.196389,1.012666,1.277655,1.366046,1.344609
58750,1.078638,1.073797,1.042675,1.219826,1.353456,1.294777
58760,1.031878,1.150282,0.977243,1.270501,1.436728,1.403692
58770,1.026205,1.138115,1.063367,1.315299,1.423028,1.435817
58780,1.049816,1.098061,0.907567,1.259265,1.339251,1.342831
58790,1.104013,1.161692,1.00656,1.233061,1.238022,1.396676
58800,1.039002,1.09104,1.008667,1.225843,1.285247,1.335185
58810,0.993703,1.099331,1.113169,1.296779,1.286263,1.344343
58820,0.999342,1.124144,1.133053,1.23546,1.312657,1.327462
58830,0.96734,1.126914,1.064131,1.310576,1.307419,1.336952
58840,0.983616,1.147743,1.116743,1.28807,1.21295,1.347773
58850,0.977914,1.071923,0.999307,1.225064,1.343242,1.332984
58860,0.943852,1.057605,1.040004,1.255254,1.270077,1.473083
58870,0.943407,1.094984,1.057807,1.227022,1.327806,1.450859
58880,0.957009,1.144884,1.151311,1.340736,1.332903,1.49648
58890,0.990653,1.055335,1.101753,1.271752,1.368203,1.420512
58900,1.003161,1.094112,1.163374,1.356216,1.314805,1.378354
58910,0.947081,1.135911,1.177023,1.284063,1.377135,1.37816
58920,1.014553,1.017241,1.064303,1.255924,1.327051,1.321184
58930,1.018074,1.088754,1.08109,1.163841,1.411583,1.404762
58940,0.928162,1.214132,1.027959,1.189889,1.347792,1.380372
58950,0.963646,1.006378,1.025499,1.187697,1.466871,1.376777
58960,1.026615,1.07975,0.949256,1.181084,1.35544,1.417851
58970,1.061871,1.077897,0.977743,1.263207,1.336488,1.387821
58980,0.996535,1.087392,0.976128,1.225097,1.285202,1.507362
58990,1.011566,1.166368,0.926074,1.214555,1.316081,1.386854
59000,1.061609,1.163508,0.929175,1.252998,1.216018,1.387035
59010,0.995736,1.160201,0.986857,1.231978,1.295029,1.395764
59020,1.003396,1.096757,1.043782,1.21465,1.299567,1.471823
59030,1.015239,1.090686,1.029017,1.24001,1.234834,1.351501
59040,0.920144,1.105466,0.986375,1.312474,1.278223,1.415842
59050,1.090492,1.14115,1.059792,1.259606,1.324032,1.420387
59060,1.038731,1.080698,1.075513,1.311698,1.306875,1.475001
59070,1.034883,1.117257,1.136515,1.264012,1.321659,1.43508
59080,1.042088,1.097643,1.141166,1.250541,1.15047,1.46667
59090,0.98998,1.055599,1.054369,1.315871,1.182737,1.400632
59100,0.971518,1.143815,1.015742,1.342198,1.258782,1.318478
59110,1.047827,1.111109,1.109188,1.266679,1.244262,1.359346
59120,1.01635,1.095734,1.135901,1.239413,1.289276,1.366978
59130,1.062189,1.089302,1.026625,1.286542,1.256865,1.362597
59140,0.982681,1.071785,0.984895,1.286237,1.258659,1.497123
59150,0.963084,1.026977,1.00001,1.348542,1.178375,1.465688
59160,0.993428,1.071118,1.013744,1.254754,1.283757,1.382769
59170,1.036256,1.013659,1.109715,1.284566,1.326491,1.511733
59180,1.006277,1.120723,1.041518,1.23353,1.269828,1.471369
59190,0.958629,1.050293,1.185935,1.216794,1.317476,1.473645
59200,0.989839,1.029707,1.088924,1.200071,1.342447,1.469473
59210,1.078458,1.04052,1.258769,1.211729,1.372173,1.471205
59220,1.030521,1.075516,1.025168,1.200539,1.324425,1.447642
59230,1.041146,1.066623,1.033636,1.273965,1.355839,1.474323
59240,1.144998,1.043898,0.988426,1.213836,1.306486,1.503292
59250,1.015878,1.133244,1.087913,1.236832,1.271698,1.464034
59260,1.111298,1.11075,1.07624,1.206762,1.176617,1.469687
59270,1.013953,1.105366,1.029045,1.26054,1.36471,1.470136
59280,1.028771,1.084197,1.180524,1.235895,1.334739,1.427333
59290,1.013204,1.185792,0.991059,1.252627,1.359075,1.449621
59300,0.960338,1.068283,0.980468,1.283249,1.323376,1.449185
59310,0.992377,1.154832,1.090985,1.239466,1.385047,1.428413
59320,1.044588,1.186771,1.094491,1.334945,1.419052,1.368762
59330,1.039268,1.178164,1.075848,1.177425,1.408641,1.417282
59340,1.028173,1.179753,1.113507,1.210194,1.401794,1.39664
59350,1.059235,1.10443,1.160319,1.243651,1.445255,1.439819
59360,1.094653,1.115816,1.087463,1.382513,1.345258,1.481772
59370,1.025276,1.15255,1.079463,1.329368,1.370795,1.351138
59380,1.004136,1.180835,1.220937,1.285898,1.309346,1.421299
59390,0.987955,1.120211,1.195164,1.301625,1.468634,1.220478
59400,0.980725,1.10875,1.181993,1.260181,1.323391,1.391233
59410,1.046735,1.124641,1.141258,1.354409,1.398624,1.304324
59420,1.060091,1.12851,1.127462,1.210283,1.444483,1.334993
59430,0.965268,1.134688,1.081877,1.282157,1.416695,1.41165
59440,1.074854,1.176918,1.073253,1.23795,1.461404,1.369313
59450,1.005645,1.120692,1.143751,1.342281,1.457267,1.353172
59460,1.009745,1.13404,1.12251,1.251489,1.355391,1.360546
59470,0.990697,1.125516,1.121425,1.191362,1.31065,1.321836
59480,1.008642,1.168628,1.112266,1.25797,1.385956,1.321666
59490,0.963105,1.132907,1.049004,1.287542,1.341997,1.432496
59500,0.964394,1.189494,0.956364,1.219599,1.333202,1.374514
59510,1.053502,1.200441,0.920575,1.226131,1.333465,1.42832
59520,1.085197,1.086602,1.002431,1.195381,1.298637,1.319274
59530,1.026131,1.151982,1.084471,1.252047,1.366577,1.263203
59540,1.083612,1.087179,1.052301,1.227644,1.311457,1.334564
59550,1.026283,1.143061,0.946666,1.243522,1.374697,1.308428
59560,0.988091,1.189794,1.039166,1.223281,1.35252,1.399692
59570,1.098701,1.177455,1.002364,1.153429,1.424403,1.367755
59580,1.060396,1.211816,1.047394,1.183143,1.456527,1.323279
59590,1.027639,1.165915,1.088601,1.167802,1.426718,1.427539
59600,1.076543,1.206988,1.14773,1.253407,1.361624,1.372225
59610,1.059334,1.17501,1.183575,1.199174,1.453131,1.394419
59620,1.000325,1.161483,1.149708,1.144322,1.36851,1.360878
59630,1.069629,1.192513,1.085687,1.18958,1.359977,1.339974
59640,0.970329,1.175854,1.185266,1.218301,1.264484,1.252729
59650,0.988662,1.157203,1.072286,1.259517,1.301614,1.338252
59660,1.031992,1.200122,1.084191,1.305783,1.33453,1.445061
59670,0.954964,1.200396,0.990669,1.248224,1.244868,1.468137
59680,0.990666,1.223162,1.029984,1.201646,1.208322,1.434792
59690,1.101477,1.177377,1.073955,1.223363,1.212209,1.325989
59700,1.045984,1.139688,1.034318,1.268298,1.216628,1.411362
59710,1.077175,1.19547,1.062526,1.165661,1.230651,1.551214
59720,1.093505,1.205016,1.048048,1.183546,1.285299,1.461483
59730,1.094768,1.139471,1.017636,1.252482,1.135827,1.424127
59740,1.110448,1.124844,1.028817,1.211345,1.181867,1.429628
59750,1.0572,1.075974,1.057648,1.225276,1.264692,1.366061
59760,1.006448,1.122369,1.03227,1.231648,1.239241,1.376964
59770,1.076896,1.138153,1.057744,1.225893,1.223869,1.400546
59780,0.992707,1.150858,1.04522,1.197477,1.246127,1.313552
59790,1.022664,1.169837,1.006002,1.231219,1.26301,1.434815
59800,1.082385,1.139115,0.961342,1.235585,1.303996,1.368079
59810,0.995116,1.076416,1.050789,1.218412,1.38164,1.370593
59820,1.016683,1.041321,1.118699,1.280539,1.314261,1.432837
59830,0.96311,1.052522,1.076903,1.227135,1.191631,1.426805
59840,1.01678,1.092381,0.914456,1.301125,1.228233,1.540669
59850,1.093741,1.15426,1.108927,1.315466,1.426326,1.449454
59860,0.919886,1.107573,1.013864,1.272977,1.261363,1.431299
59870,0.9793,1.178715,1.022754,1.261195,1.306112,1.389591
59880,1.031334,1.122415,1.050975,1.255133,1.22734,1.418695
59890,0.986386,1.243947,1.053454,1.243258,1.195189,1.569256
59900,1.008016,1.192606,1.063965,1.29194,1.227034,1.434673
59910,1.032707,1.206069,1.048224,1.295924,1.240192,1.437419
59920,0.988054,1.210406,1.123568,1.20359,1.289207,1.394941
59930,0.958726,1.118147,1.120224,1.283514,1.231381,1.434435
59940,0.993584,1.166355,1.109186,1.207763,1.236906,1.356513
59950,0.983158,1.215922,1.112236,1.282275,1.313355,1.438558
59960,1.015842,1.230624,1.124887,1.285864,1.114261,1.394982
59970,0.963255,1.12188,1.022819,1.277087,1.16135,1.466718
59980,1.05402,1.171935,1.025424,1.322335,1.110014,1.457084
59990,1.027064,1.183297,1.027969,1.248202,1.14956,1.471766
60000,1.01107,1.208982,0.993159,1.192469,1.186279,1.410051
60010,1.007609,1.210368,1.012023,1.288968,1.159282,1.390485
60020,0.985389,1.135348,0.988684,1.277595,1.214916,1.363476
60030,0.993193,1.158498,0.979616,1.189428,1.217004,1.425438
60040,0.89402,1.2946,1.081529,1.262573,1.290154,1.382265
60050,0.967796,1.373491,1.105907,1.22159,1.296108,1.49643
60060,0.955411,1.34896,1.049875,1.246425,1.265981,1.357815
60070,0.943875,1.189328,1.153599,1.196953,1.259184,1.348666
60080,0.979407,1.194692,1.069225,1.164245,1.178932,1.326496
60090,0.954358,1.264551,1.170252,1.229116,1.296992,1.370547
60100,0.881618,1.247016,1.246374,1.19613,1.282357,1.48086
60110,0.964651,1.262501,1.209428,1.231393,1.323818,1.395244
60120,0.906472,1.24373,1.255142,1.209508,1.29052,1.462424
60130,0.94739,1.29108,1.146322,1.185425,1.312641,1.465915
60140,1.018869,1.32333,1.063174,1.251879,1.224816,1.433629
60150,0.992941,1.270117,1.095367,1.26913,1.324908,1.314358
60160,0.876394,1.251935,0.98724,1.186002,1.301982,1.345558
60170,0.901767,1.175225,1.043352,1.286929,1.352508,1.444066
60180,0.902928,1.148178,1.010506,1.251165,1.352735,1.308466
60190,0.92461,1.189262,0.958663,1.211526,1.253945,1.439866
60200,0.931183,1.16981,0.956179,1.226243,1.214477,1.33511
60210,0.973204,1.163981,1.059507,1.284207,1.291256,1.383495
60220,0.875277,1.155346,1.115371,1.314935,1.234759,1.448756
60230,0.964687,1.13289,1.246412,1.309289,1.19944,1.458575
60240,0.935894,1.099587,1.123134,1.17026,1.227247,1.409746
60250,0.949344,1.087149,1.103332,1.267814,1.216554,1.4212
60260,0.955142,1.060559,1.208628,1.288727,1.203723,1.348252
60270,1.002676,1.081202,1.183241,1.285895,1.254271,1.419929
60280,0.985445,1.094918,1.289687,1.279534,1.165899,1.358149
60290,0.96306,1.129995,1.065987,1.310108,1.123633,1.454633
60300,0.995228,1.089556,1.160404,1.293769,1.11237,1.322574
60310,0.933149,1.090711,1.122147,1.368664,1.258192,1.332812
60320,0.939034,1.111796,1.100895,1.407582,1.248588,1.345637
60330,0.975166,1.121356,1.147598,1.360202,1.207856,1.478476
60340,0.927302,1.093561,1.055786,1.360753,1.243604,1.424055
60350,0.928224,1.020002,1.015083,1.275538,1.143,1.433123
60360,0.990888,1.052362,1.142851,1.325444,1.091897,1.430209
60370,0.955997,1.07294,1.115376,1.375164,1.163828,1.54489
60380,0.931806,1.040366,1.160485,1.298474,1.124295,1.414357
60390,0.94886,1.10525,1.037702,1.376326,1.093555,1.494667
60400,0.983724,1.128201,1.045299,1.326049,1.209191,1.42262
60410,0.962312,1.04298,0.994356,1.31866,1.126552,1.421378
60420,0.989212,1.083843,1.03895,1.359167,1.168149,1.417875
60430,1.026668,1.070217,1.067006,1.349687,1.120478,1.421598
60440,1.008373,1.010299,1.025229,1.467197,1.28885,1.357825
60450,0.993087,1.043536,0.985334,1.281566,1.136988,1.460924
60460,0.921147,1.054146,1.058289,1.370742,1.242953,1.48263
60470,0.928605,1.064781,1.014477,1.322026,1.181977,1.387079
60480,0.954442,0.999326,0.97438,1.320319,1.308831,1.396472
60490,0.962954,1.081991,0.969581,1.263494,1.34195,1.49189
60500,0.989505,1.031106,1.032823,1.287012,1.259422,1.42676
60510,1.021197,1.074012,0.994404,1.329539,1.203926,1.391975
60520,1.034968,1.126227,1.03825,1.319245,1.206598,1.398904
60530,0.988262,1.223853,1.072908,1.318376,1.170733,1.356547
60540,0.971224,1.086636,1.062262,1.377381,1.153974,1.394043
60550,1.033599,1.11708,1.053566,1.360596,1.153372,1.372151
60560,1.067469,1.125483,1.067541,1.375757,1.101776,1.450545
60570,1.0611,1.081934,1.025165,1.244629,1.2066,1.574619
60580,1.036457,1.098362,0.999678,1.351359,1.157262,1.587582
60590,1.010689,1.089059,0.996117,1.404372,1.112631,1.4699
60600,1.12299,1.03681,1.008229,1.461517,1.154035,1.447048
60610,1.028962,1.061725,1.001972,1.351213,1.163369,1.472333
60620,0.989496,1.178837,0.968488,1.371761,1.216181,1.474469
60630,0.949816,1.178724,0.955537,1.457328,1.107216,1.401909
60640,0.97172,1.117442,1.003068,1.483567,1.162617,1.439194
60650,0.982871,1.152959,0.987026,1.426423,1.302069,1.532568
60660,0.976121,1.168185,0.934912,1.421722,1.210993,1.425336
60670,0.933622,1.111352,0.95451,1.450451,1.268466,1.393934
60680,1.005224,1.186523,0.90378,1.449603,1.139845,1.502221
60690,1.044748,1.09169,0.919773,1.538563,1.202049,1.45629
60700,0.901063,1.095853,0.91822,1.372864,1.16739,1.448331
60710,0.926408,1.170353,0.986281,1.292101,1.19548,1.464879
60720,0.927389,1.13847,0.88976,1.367563,1.238853,1.475195
60730,0.968858,1.179075,0.923674,1.302231,1.263959,1.425087
60740,1.005022,1.131426,0.973142,1.304321,1.204555,1.467206
60750,1.014741,1.102038,1.067982,1.32678,1.18406,1.491706
60760,0.942811,1.147777,1.076923,1.206296,1.211851,1.459336
60770,0.987768,1.229603,1.001029,1.176845,1.120542,1.478114
60780,0.957675,1.117052,0.931659,1.227111,1.188508,1.47411
60790,1.018384,1.015577,0.969698,1.308164,1.273013,1.53126
60800,1.002228,1.062826,1.1058,1.285812,1.175037,1.530524
60810,1.02794,1.135108,1.151414,1.225461,1.199608,1.581458
60820,1.048558,1.139361,1.090901,1.232561,1.201006,1.504727
60830,1.032324,1.136892,1.14907,1.275281,1.268932,1.498639
60840,1.037104,1.189435,1.13015,1.327071,1.197572,1.462694
60850,0.95872,1.176849,1.248416,1.29875,1.236469,1.538447
60860,1.046173,1.14611,1.167283,1.432378,1.166843,1.485267
60870,1.060032,1.148154,1.250572,1.341611,1.173598,1.418606
60880,1.018245,1.195156,1.170448,1.357851,1.214809,1.591763
60890,1.067644,1.109935,1.078051,1.369141,1.233314,1.440665
60900,1.024066,1.145394,1.197434,1.417899,1.21711,1.499835
60910,1.085005,1.078608,1.152169,1.358393,1.250301,1.551881
60920,1.131704,1.071881,1.076523,1.301799,1.179753,1.422161
60930,1.058253,1.099606,1.175249,1.320392,1.2114,1.439326
60940,1.020729,1.053368,1.13484,1.296913,1.299851,1.532902
60950,1.023093,1.0658,1.055892,1.354725,1.311358,1.537084
60960,0.980255,1.075154,1.006455,1.24259,1.269208,1.511196
60970,1.004016,1.075723,0.9843,1.300283,1.348696,1.519734
60980,1.02939,1.102043,1.001398,1.388105,1.357329,1.493386
60990,1.046095,1.093473,1.011514,1.307564,1.351929,1.531557
61000,1.068414,1.12084,0.981158,1.312029,1.364387,1.626454
61010,1.035341,1.078775,1.086555,1.279501,1.30708,1.498653
61020,1.044092,1.120887,1.050881,1.306759,1.291876,1.570277
61030,1.04214,1.125939,1.032833,1.320934,1.261271,1.520031
61040,0.99748,1.158407,1.093411,1.395027,1.318086,1.505624
61050,1.020257,1.139439,1.049453,1.27021,1.205577,1.504774
61060,1.00117,1.190147,1.001249,1.248825,1.096253,1.486213
61070,1.007075,1.123017,1.026279,1.346754,1.241373,1.398672
61080,0.936792,1.117953,0.96521,1.326265,1.23082,1.494317
61090,1.023361,1.160906,1.043305,1.307582,1.21341,1.402106
61100,1.001621,1.091709,1.048283,1.258081,1.271981,1.420028
61110,0.981519,1.119439,1.047776,1.338589,1.278314,1.473991
61120,0.99079,1.11188,1.000912,1.264351,1.273274,1.508448
61130,1.046652,1.182602,0.996698,1.389924,1.342665,1.438895
61140,1.003835,1.170549,0.945562,1.251929,1.298105,1.416449
61150,0.920108,1.09885,0.956665,1.284619,1.218539,1.503908
61160,1.064169,1.056248,1.005783,1.254939,1.306126,1.376577
61170,1.017204,1.199233,1.047123,1.311739,1.301337,1.397023
61180,1.032185,1.172029,1.043774,1.254658,1.242295,1.560862
61190,0.989972,1.150417,0.910592,1.333173,1.338114,1.459624
61200,1.016102,1.133552,0.926962,1.288602,1.312156,1.442004
61210,0.933862,1.100756,1.009781,1.402073,1.37795,1.375262
61220,1.00491,1.072195,0.924055,1.303161,1.232804,1.372051
61230,0.967732,1.164847,0.9715,1.435737,1.269289,1.300522
61240,0.94398,1.083551,0.931369,1.338906,1.272385,1.320264
61250,0.958928,1.146901,0.906541,1.293835,1.292519,1.390475
61260,0.886893,1.122918,0.943799,1.351023,1.245392,1.3625
61270,0.859155,1.185509,0.931073,1.315624,1.292708,1.35888
61280,0.890469,1.126219,1.004981,1.401475,1.257744,1.433482
61290,0.90462,1.134229,0.929827,1.291924,1.323154,1.447593
61300,0.895916,1.157157,1.022434,1.246592,1.339794,1.435496
61310,0.95918,1.071278,1.065274,1.29509,1.280717,1.411906
61320,0.95145,1.099301,1.066418,1.246224,1.374664,1.377982
61330,0.911065,1.026853,1.095045,1.381937,1.451829,1.417707
61340,0.908303,1.048668,1.118895,1.339554,1.43012,1.489131
61350,1.047732,1.111524,1.074966,1.304033,1.3296,1.446874
61360,0.966553,1.164065,1.02145,1.31501,1.200335,1.470221
61370,0.945827,1.088699,1.021198,1.273544,1.223896,1.413138
61380,0.967308,1.089063,1.015508,1.326956,1.249659,1.329199
61390,0.997091,1.085818,1.044971,1.258661,1.178929,1.425029
61400,0.985851,1.156015,0.959533,1.176157,1.223858,1.549601
61410,1.006548,1.095789,1.016933,1.23982,1.312304,1.475601
61420,0.98071,1.172125,1.067766,1.348939,1.247574,1.476542
61430,1.016621,1.170504,0.98883,1.228668,1.161356,1.45563
61440,0.988671,1.101232,1.094043,1.230614,1.245832,1.444572
61450,0.964004,1.16346,1.117063,1.256255,1.030271,1.419487
61460,0.951052,1.133036,1.159228,1.247015,1.109841,1.390655
61470,0.945414,1.260931,1.167802,1.208292,1.220052,1.438326
61480,0.954377,1.265014,1.125739,1.249278,1.157421,1.35384
61490,0.915285,1.174697,1.155463,1.255306,1.143879,1.3853
61500,0.926578,1.087519,1.108069,1.289716,1.24855,1.333259
