Time (ps),3max_apo,3max,4lxz,4ly1,5iwg,5ix0
21540,0.909065,0.974011,0.99233,1.011771,1.233725,1.479271
21550,0.928738,0.994743,0.885767,0.988067,1.208278,1.478175
21560,1.077478,0.977343,0.893276,0.932397,1.264669,1.476525
21570,0.973088,0.991293,0.988941,0.925556,1.196434,1.398097
21580,0.941058,0.979672,0.943167,1.055537,1.170129,1.431181
21590,0.911686,0.972335,0.946963,1.005997,1.256537,1.481195
21600,0.927757,0.966492,0.940325,1.023237,1.182409,1.450907
21610,0.935783,0.970084,0.954743,0.991028,1.225807,1.599821
21620,0.813423,1.026946,0.949642,1.001697,1.088476,1.614413
21630,0.783137,1.036402,0.887875,0.970404,1.188269,1.524363
21640,0.857795,0.977157,0.930931,0.945965,1.200256,1.564608
21650,0.924124,1.014501,0.86223,0.922887,1.15262,1.577526
21660,0.968346,1.037745,0.887294,0.98973,1.276606,1.57261
21670,1.029893,1.126327,0.881115,1.038872,1.217092,1.619922
21680,1.022665,0.982565,0.960488,1.01086,1.209698,1.621818
21690,1.002901,1.017365,0.921217,1.001826,1.224689,1.529677
21700,0.992861,1.002562,0.922958,1.041588,1.24493,1.4559
21710,1.043657,1.038367,0.905263,1.013463,1.240756,1.6007
21720,1.139823,1.100203,0.927606,1.026751,1.221527,1.500111
21730,1.160361,1.134168,0.915681,1.036082,1.233116,1.63754
21740,1.209714,1.068742,0.941645,1.015022,1.220875,1.590537
21750,1.128294,1.148437,0.952181,1.158703,1.214407,1.559167
21760,1.09597,1.131167,0.937753,1.13538,1.266377,1.6679
21770,1.083645,1.104819,0.888785,1.063616,1.238593,1.671993
21780,1.250928,1.152999,0.894982,1.106074,1.214092,1.601912
21790,1.205294,1.208078,0.960588,1.101376,1.246204,1.571977
21800,1.135848,1.263165,0.930738,1.129921,1.256043,1.579889
21810,1.287371,1.299275,0.991225,1.13195,1.213477,1.466147
21820,1.265154,1.23281,0.98191,1.117559,1.144449,1.556984
21830,1.437569,1.212767,0.978502,1.130214,1.255452,1.503787
21840,1.401293,1.217543,1.008339,1.107832,1.239094,1.585224
21850,1.297567,1.281053,0.939768,1.162684,1.245345,1.584912
21860,1.278556,1.233364,0.948665,1.133333,1.257826,1.448614
21870,1.290112,1.139761,0.922317,1.089544,1.170656,1.514253
21880,1.318372,1.162774,0.928982,1.034924,1.28162,1.538585
21890,1.367227,1.132175,0.945492,1.081272,1.240712,1.578822
21900,1.293482,1.164968,0.913906,1.06021,1.226971,1.534469
21910,1.286254,1.307251,0.89669,1.080613,1.254272,1.520996
21920,1.275527,1.16193,0.898869,1.034796,1.242854,1.400525
21930,1.109589,1.232004,0.946344,1.189354,1.178787,1.361235
21940,1.195049,1.178308,0.996503,1.124823,1.164502,1.378016
21950,1.324474,1.329569,0.943275,1.048423,1.231782,1.399412
21960,1.206176,1.173946,0.975449,1.026288,1.185417,1.459094
21970,1.238235,1.163768,1.055321,1.073819,1.205085,1.427502
21980,1.309447,1.159057,1.065847,1.068738,1.254386,1.444562
21990,1.225091,1.124902,1.030116,1.165936,1.233019,1.519552
22000,1.218819,1.177868,1.000285,1.031367,1.204844,1.357152
22010,1.293039,1.089768,0.989091,1.073245,1.185469,1.526994
22020,1.423485,1.11256,0.967564,1.037564,1.188692,1.492821
22030,1.391885,1.072855,0.988582,1.046964,1.265618,1.509239
22040,1.37955,1.038658,0.954166,1.062637,1.272064,1.511582
22050,1.217193,1.10119,0.939904,1.088472,1.267868,1.411143
22060,1.35875,1.150402,0.98202,1.110096,1.202983,1.459449
22070,1.334071,1.190015,0.926347,1.044801,1.355279,1.403049
22080,1.271997,1.199295,0.973027,1.069644,1.328669,1.470967
22090,1.325039,1.260671,1.067308,1.157027,1.281501,1.564389
22100,1.324846,1.190557,1.003908,1.018082,1.23565,1.480671
22110,1.346066,1.118148,0.936539,1.053979,1.242512,1.408434
22120,1.341462,1.076802,1.00226,1.07413,1.290784,1.307012
22130,1.267102,1.1401,0.975609,1.132805,1.331962,1.34833
22140,1.376387,1.119574,0.953563,1.205191,1.217997,1.30586
22150,1.299748,1.131149,0.970283,1.137661,1.266437,1.252586
22160,1.318921,1.127372,0.979898,1.135532,1.217952,1.312378
22170,1.251759,1.185882,0.961463,1.082586,1.290001,1.419813
22180,1.254479,1.117529,0.979782,1.152461,1.338321,1.362407
22190,1.208828,1.154227,1.024121,1.177075,1.337043,1.458796
22200,1.178684,1.139949,0.973414,1.082231,1.306679,1.446286
22210,1.246496,1.192359,0.962776,1.074961,1.293064,1.381416
22220,1.221821,1.201718,0.845415,1.093424,1.263047,1.432409
22230,1.134273,1.268966,0.863774,1.082906,1.298659,1.388819
22240,1.157179,1.211198,0.840214,1.038827,1.28508,1.3787
22250,1.199093,1.330879,0.865498,1.089736,1.282924,1.379655
22260,1.26641,1.227124,0.83607,1.06188,1.210884,1.498086
22270,1.293447,1.062575,0.875568,1.125921,1.186001,1.47513
22280,1.270489,1.180392,0.878315,1.075875,1.18909,1.44814
22290,1.281299,1.140736,0.840882,1.078043,1.246796,1.308271
22300,1.2137,1.121893,0.824044,1.15851,1.241554,1.323337
22310,1.277502,1.083516,0.914849,1.139723,1.26801,1.398879
22320,1.204148,1.15565,0.989414,1.064851,1.274277,1.377519
22330,1.271256,1.056706,0.967572,1.134952,1.241265,1.431701
22340,1.288861,1.125586,0.919576,1.076068,1.224491,1.449758
22350,1.333615,1.061132,0.943736,1.141775,1.281386,1.413286
22360,1.339263,1.132542,0.985924,1.059316,1.279859,1.52688
22370,1.410627,1.050756,0.992118,1.175543,1.349492,1.491351
22380,1.389824,1.048275,0.954447,1.054713,1.317249,1.564862
22390,1.206291,0.961034,1.040696,1.057953,1.342432,1.438456
22400,1.228224,0.99351,1.017934,1.091989,1.323387,1.550016
22410,1.228107,1.085629,0.988724,1.082328,1.321319,1.590274
22420,1.225009,1.105501,0.92315,1.028775,1.215459,1.527877
22430,1.323053,1.1012,0.912577,1.123208,1.265757,1.552487
22440,1.20965,1.104901,0.922378,1.027672,1.220497,1.669607
22450,1.213841,1.256132,0.941418,1.039019,1.272562,1.662024
22460,1.244233,1.114672,0.888941,1.03166,1.286681,1.698824
22470,1.404294,1.170127,0.9548,1.032387,1.278429,1.729144
22480,1.508821,1.127229,0.916498,1.029806,1.268842,1.680047
22490,1.45857,1.179207,0.887145,1.035202,1.305993,1.524889
22500,1.421292,1.209068,0.923937,1.128219,1.330739,1.484452
22510,1.432718,1.28074,0.940911,1.024065,1.302068,1.685135
22520,1.391765,1.267359,0.952324,1.15002,1.296725,1.70246
22530,1.585972,1.310099,0.931261,1.104729,1.236138,1.659504
22540,1.356099,1.332248,1.007621,0.98183,1.175923,1.647098
22550,1.39773,1.227692,0.929357,1.056398,1.301756,1.712005
22560,1.462561,1.274701,0.923759,1.104526,1.247767,1.560179
22570,1.348457,1.211669,0.854503,1.077242,1.182172,1.625408
22580,1.49484,1.354041,0.863445,1.07095,1.206665,1.55821
22590,1.441345,1.347923,0.964498,1.088917,1.146782,1.589924
22600,1.348101,1.280813,0.932062,1.067395,1.143081,1.683192
22610,1.336189,1.24057,0.960218,1.03692,1.175815,1.580497
22620,1.463531,1.318068,0.938246,0.993503,1.228015,1.628144
22630,1.254774,1.358235,0.912204,0.984442,1.181756,1.633686
22640,1.226977,1.411693,0.939543,0.977297,1.183515,1.649203
22650,1.267631,1.331451,0.912695,1.012634,1.23847,1.64232
22660,1.199028,1.263482,0.89142,1.018384,1.192986,1.799128
22670,1.342497,1.240649,0.964103,0.954617,1.124997,1.785887
22680,1.185023,1.315936,0.947314,1.014595,1.119299,1.697405
22690,1.122954,1.361064,0.950266,0.974516,1.194692,1.645833
22700,1.109655,1.384577,0.936522,1.019265,1.229173,1.481314
22710,1.162291,1.364979,0.990148,0.995007,1.202516,1.402163
22720,1.285111,1.373916,0.931853,1.019185,1.257431,1.493287
22730,1.297818,1.252202,1.005279,1.037945,1.170781,1.504956
22740,1.18301,1.245799,0.873596,1.039637,1.153659,1.425516
22750,1.310722,1.312023,0.997764,1.117023,1.216228,1.664636
22760,1.260387,1.369905,0.917398,1.050166,1.218896,1.635559
22770,1.194904,1.287518,0.928363,1.106755,1.154386,1.684501
22780,1.245887,1.282465,0.960713,1.127326,1.206515,1.609215
22790,1.263686,1.26155,0.918311,1.168735,1.203445,1.428915
22800,1.206787,1.212657,0.918901,1.161206,1.180042,1.412548
22810,1.195284,1.131173,0.889265,1.027814,1.156606,1.374426
22820,1.060737,1.200537,0.906071,1.057851,1.154887,1.479211
22830,1.154167,1.217111,0.926736,1.056487,1.130354,1.470388
22840,1.129326,1.155467,0.940905,1.017034,1.228672,1.624325
22850,1.163852,1.214122,0.914744,1.006025,1.157238,1.538898
22860,1.137463,1.214597,0.840804,1.135419,1.220044,1.406042
22870,1.090988,1.320536,0.831919,1.072006,1.215845,1.468173
22880,1.053279,1.311269,0.884433,1.128678,1.229249,1.508574
22890,1.060271,1.300375,0.917395,1.066568,1.291547,1.234745
22900,1.074713,1.229144,0.849098,1.006169,1.134923,1.285677
22910,1.146742,1.141967,0.883242,0.979376,1.194957,1.285797
22920,1.143264,1.218588,0.866538,0.990026,1.17656,1.28832
22930,1.080495,1.134193,0.85634,1.028711,1.211806,1.192072
22940,1.024409,1.171284,0.86877,1.067612,1.163824,1.351348
22950,1.109112,1.114971,0.982428,0.985367,1.205707,1.305948
22960,1.108054,1.12243,0.9239,1.101706,1.253249,1.355638
22970,1.121784,1.116015,0.960814,1.137744,1.166826,1.408957
22980,1.16868,1.117158,0.949097,1.089089,1.206882,1.396416
22990,1.178291,1.075134,0.964718,1.152623,1.135829,1.390293
23000,1.148942,1.097051,0.903803,1.049122,1.210506,1.243966
23010,1.12005,1.080823,0.929224,0.982113,1.10321,1.411357
23020,1.103529,1.116464,0.941501,0.938307,1.174373,1.274584
23030,1.09734,1.089704,0.93807,1.02436,1.145025,1.279604
23040,1.097377,1.267046,0.906948,1.062103,1.189133,1.296735
23050,1.107802,1.134664,0.932411,1.178868,1.175222,1.327056
23060,1.072704,1.022878,0.930573,1.097206,1.18205,1.289131
23070,1.023421,1.150162,0.866051,0.949835,1.169005,1.298673
23080,1.034495,1.102905,0.831124,0.959839,1.128337,1.327419
23090,0.994967,1.202171,0.942207,1.024004,1.181507,1.302556
23100,0.996775,1.180765,0.907099,0.99482,1.140083,1.297583
23110,0.997729,1.187035,0.865336,1.03285,1.186712,1.326892
23120,1.07936,1.289682,0.838419,1.007838,1.195607,1.329977
23130,1.11291,1.208289,0.849017,1.07597,1.185896,1.32061
23140,1.005246,1.194132,0.859449,1.013811,1.190212,1.348374
23150,1.000531,1.224278,0.84772,1.004723,1.112526,1.255194
23160,1.022219,1.165571,0.889858,0.98355,1.164038,1.323941
23170,0.972212,1.182122,0.835667,0.959578,1.253691,1.237206
23180,1.060954,1.166523,0.837345,0.996681,1.148008,1.341486
23190,1.105579,1.198986,0.869535,0.974367,1.113089,1.18035
23200,1.027599,1.188623,0.856364,1.019138,1.172176,1.161966
23210,1.032203,1.264856,0.889096,1.007589,1.249831,1.123441
23220,0.98274,1.255716,0.895105,1.03697,1.25687,1.241731
23230,1.060102,1.283738,0.924177,1.146667,1.259131,1.339044
23240,1.026545,1.307005,0.940707,1.188773,1.249052,1.314631
23250,0.945573,1.176711,0.981851,1.10667,1.274229,1.299198
23260,0.943165,1.193819,0.856525,1.163703,1.212296,1.283355
23270,0.926113,1.208781,0.908411,1.181935,1.237745,1.325977
23280,0.910372,1.13752,0.827146,1.155588,1.226827,1.325259
23290,0.913637,1.202652,0.827958,1.123495,1.228629,1.269447
23300,0.974268,1.136303,0.913936,1.08274,1.249711,1.208295
23310,0.900782,1.098394,0.906851,1.048171,1.227325,1.278338
23320,1.010129,1.265104,0.905327,1.144842,1.140142,1.348792
23330,0.973771,1.187042,0.90045,1.105143,1.181314,1.194129
23340,0.87185,1.289723,0.950251,1.126223,1.166033,1.240781
23350,0.887997,1.246347,0.896871,1.180445,1.181244,1.199288
23360,0.907191,1.255365,0.931983,1.08257,1.163403,1.34077
23370,0.872747,1.22743,0.938014,1.146443,1.191565,1.301135
23380,0.885526,1.247057,0.859469,1.111516,1.165775,1.262111
23390,0.872358,1.197172,1.026341,1.119852,1.191781,1.185972
23400,0.891886,1.243644,0.886806,1.062731,1.221377,1.268488
23410,0.965044,1.167193,0.934933,1.178742,1.153013,1.250146
23420,1.054894,1.159191,0.970342,1.185126,1.211085,1.309664
23430,1.002291,1.141903,1.000472,1.20581,1.214373,1.224373
23440,1.056121,1.125838,0.938723,1.136632,1.187268,1.172002
23450,1.031105,1.185115,0.923075,1.205914,1.219557,1.227192
23460,1.027859,1.141948,0.860713,1.143143,1.170257,1.223742
23470,1.088257,1.227776,0.954388,1.154276,1.249076,1.193345
23480,0.958892,1.186239,0.880736,1.181149,1.241974,1.170442
23490,0.959209,1.190828,0.945218,1.145705,1.214757,1.162368
23500,1.014784,1.206566,0.994819,1.093537,1.253249,1.11561
23510,1.125163,1.110995,0.893661,1.096482,1.260113,1.166447
23520,1.106045,1.227256,0.888785,1.077841,1.37297,1.175286
23530,1.057831,1.245051,0.994019,1.084941,1.281137,1.281056
23540,1.138417,1.309803,0.996659,1.15926,1.292682,1.384745
23550,1.046673,1.14289,0.946938,1.070116,1.287976,1.379872
23560,1.122995,1.161652,0.970069,1.096295,1.205552,1.270746
23570,1.181373,1.075086,1.016299,1.060533,1.236988,1.318011
23580,1.122995,1.173089,0.949279,1.151898,1.198351,1.324411
23590,1.189586,1.154298,0.894893,1.133698,1.21304,1.266416
23600,1.165881,1.162902,0.926459,1.143181,1.245969,1.310002
23610,1.131361,1.027704,0.869818,1.104874,1.23988,1.294871
23620,1.130609,1.118343,0.893758,1.137967,1.263358,1.344708
23630,1.180427,1.030178,0.995775,1.116525,1.270435,1.295398
23640,1.088684,1.147632,0.898176,1.077042,1.269997,1.284083
23650,1.071347,1.080761,0.938721,1.12702,1.246653,1.233905
23660,1.100982,1.13656,0.91586,1.190161,1.261239,1.268699
23670,1.193511,1.188275,0.888926,1.170233,1.27604,1.13801
23680,1.131635,1.158732,0.999924,1.183288,1.192108,1.235331
23690,1.124403,1.184875,0.973689,1.203641,1.229898,1.179368
23700,1.149878,1.233446,0.94703,1.164301,1.247073,1.17621
23710,1.104183,1.126829,0.981227,1.173213,1.199792,1.152422
23720,1.170609,1.092643,0.892908,1.112676,1.17014,1.12581
23730,1.068094,1.135824,0.892123,1.131195,1.193805,1.274734
23740,1.100383,1.200545,0.918913,1.158639,1.207351,1.141277
23750,1.064193,1.120637,0.88864,1.174683,1.229554,1.193977
23760,0.913302,1.086919,0.900705,1.254401,1.242476,1.159293
23770,1.031116,1.03044,0.918438,1.295198,1.267698,1.214851
23780,1.071765,1.022096,0.922798,1.202393,1.279998,1.263894
23790,1.15816,1.041441,0.91487,1.133248,1.216356,1.21886
23800,1.260433,1.048533,0.879592,1.195682,1.293578,1.301799
23810,1.186437,1.062075,0.865789,1.208968,1.333831,1.185355
23820,1.195521,1.029151,0.927065,1.13117,1.285308,1.284396
23830,1.064719,1.08305,0.953816,1.2705,1.338324,1.340731
23840,1.131338,1.060306,0.986979,1.270165,1.262916,1.306701
23850,1.082906,1.083372,0.932448,1.223552,1.203901,1.211854
23860,1.064142,1.035929,0.878106,1.273412,1.313135,1.267284
23870,1.08007,1.081336,0.987871,1.242662,1.278619,1.21644
23880,1.127014,1.15505,0.915226,1.257582,1.214921,1.312139
23890,1.102607,1.042863,0.904548,1.170968,1.282785,1.277711
23900,1.095337,1.070169,0.930993,1.093331,1.222709,1.261663
23910,1.148805,1.125012,0.885457,1.158533,1.231653,1.346781
23920,1.023416,1.060144,0.903619,1.080864,1.227919,1.342538
23930,0.987086,1.128569,0.995765,1.191902,1.314902,1.366365
23940,1.01913,1.130621,0.969148,1.161571,1.309507,1.408221
23950,1.091909,1.068479,0.947758,1.161073,1.264715,1.309582
23960,1.153743,1.054824,0.894583,1.154534,1.288697,1.485725
23970,1.161528,1.078454,0.907195,1.306417,1.27212,1.554673
23980,1.190017,1.010666,0.889635,1.222065,1.218966,1.407437
23990,1.174428,1.035418,0.89766,1.225005,1.232822,1.492202
24000,1.148226,1.125491,0.965638,1.17636,1.201296,1.500846
24010,1.067899,1.032364,0.991171,1.19855,1.186929,1.55864
24020,1.172273,1.021953,0.995177,1.177983,1.264687,1.438651
24030,1.121521,1.082485,0.963385,1.212106,1.218929,1.337933
24040,1.091242,1.114089,0.935543,1.154315,1.19758,1.310733
24050,0.993225,0.991698,0.905236,1.145152,1.256597,1.387587
24060,1.036508,1.138938,0.988925,1.199207,1.238575,1.540608
24070,1.062986,1.058086,1.038437,1.120722,1.312849,1.410027
24080,1.063603,1.111026,1.010612,1.069739,1.286763,1.445506
24090,1.070268,1.143984,0.971569,1.145865,1.337622,1.400051
24100,1.110468,1.111937,1.017742,1.149026,1.230278,1.388009
24110,1.012866,1.066117,0.989076,1.176869,1.254873,1.336852
24120,1.12199,1.067376,1.016088,1.138428,1.252665,1.425747
24130,1.010028,1.058479,1.043115,1.269366,1.198436,1.384641
24140,0.963498,1.028136,0.986471,1.229264,1.315764,1.376192
24150,1.003171,1.132425,1.092131,1.160896,1.275392,1.38393
24160,1.115599,1.063284,1.08816,1.142824,1.336324,1.508116
24170,1.205887,1.050979,1.071497,1.183101,1.218209,1.402991
24180,1.177799,1.01493,1.057852,1.21633,1.224404,1.563028
24190,1.045857,1.116239,1.038923,1.202859,1.219397,1.548019
24200,1.109418,1.050213,1.124441,1.212515,1.203388,1.564279
24210,1.186746,1.010348,1.066414,1.183142,1.213012,1.50869
24220,1.201908,1.081863,1.041377,1.199952,1.24945,1.575103
24230,1.276979,1.057576,1.018697,1.156964,1.292477,1.600664
24240,1.178311,1.085443,1.062634,1.182209,1.290749,1.457827
24250,1.196064,1.1185,1.033905,1.211597,1.205261,1.443865
24260,1.228573,1.109092,0.998546,1.17276,1.330094,1.380039
24270,1.102693,1.078381,0.982014,1.106608,1.295044,1.381423
24280,1.079618,1.066998,1.082848,1.131715,1.274234,1.32526
24290,1.01886,1.078585,1.003848,1.063504,1.212051,1.396636
24300,1.037865,1.044272,0.969498,1.127943,1.198801,1.41341
24310,1.043987,1.005169,1.016311,1.194168,1.24181,1.444541
24320,1.075722,1.012926,0.986557,1.210266,1.205237,1.376932
24330,1.01772,1.045942,0.89662,1.148301,1.221189,1.325962
24340,1.020853,1.057558,0.914131,1.189,1.236649,1.305755
24350,1.041337,1.042741,0.944048,1.187606,1.17558,1.391316
24360,1.043971,1.045666,1.023569,1.263073,1.214726,1.40494
24370,1.148295,1.063631,0.969054,1.258185,1.211743,1.305307
24380,1.11515,1.00711,0.974982,1.252671,1.203359,1.398022
24390,1.107203,1.044455,0.92186,1.228698,1.20066,1.392677
24400,1.071784,1.016006,0.889435,1.240674,1.28741,1.333523
24410,0.988398,1.117948,0.906877,1.230753,1.259082,1.480429
24420,1.041275,1.061668,0.908307,1.162058,1.275905,1.423159
24430,1.03925,1.125216,0.932044,1.180523,1.264925,1.409251
24440,1.127578,1.162537,0.889434,1.164643,1.224009,1.385743
24450,1.034346,1.124851,0.912097,1.160488,1.327919,1.421891
24460,1.143243,1.111077,0.904362,1.087973,1.253523,1.338724
24470,1.078286,1.136883,0.966116,1.083833,1.281133,1.36026
24480,1.055607,1.191578,0.900111,1.128791,1.256657,1.422833
24490,1.230973,1.246433,0.889716,1.11855,1.258608,1.450302
24500,1.099078,1.179029,0.924614,1.131673,1.299323,1.423047
24510,1.106259,1.173433,0.910402,1.078566,1.276409,1.365803
24520,1.082088,1.114283,0.894635,1.148215,1.237477,1.390331
24530,1.265072,1.159369,0.977182,1.146226,1.299681,1.394888
24540,1.258395,1.119883,0.91714,1.184115,1.406636,1.381594
24550,1.174931,1.092379,0.988852,1.046656,1.305884,1.4989
24560,1.125867,1.056034,0.926059,1.218446,1.338892,1.440934
24570,1.32814,1.018236,0.939665,1.183295,1.305602,1.346816
24580,1.165976,1.052687,0.932071,1.149287,1.342375,1.364748
24590,1.140128,1.095205,0.933077,1.145029,1.352461,1.371743
24600,1.109404,1.05628,0.900699,1.278324,1.296761,1.317114
24610,1.177157,1.083696,0.911751,1.299258,1.368009,1.327727
24620,1.147805,1.112731,0.953925,1.288729,1.298674,1.330275
24630,1.183547,1.152328,0.94169,1.179984,1.289737,1.376383
24640,1.219021,1.112728,0.946089,1.248096,1.294269,1.353536
24650,1.193266,1.10991,0.894894,1.238308,1.2958,1.360163
24660,1.217731,1.063848,0.900671,1.198287,1.285536,1.379083
24670,1.207353,1.081722,0.945021,1.211136,1.294078,1.372794
24680,1.182545,1.026217,0.950126,1.100883,1.321452,1.269932
24690,1.237794,1.075289,0.933156,1.118419,1.266798,1.441242
24700,1.105497,1.138365,0.905601,1.128219,1.256639,1.36717
24710,1.123838,0.985108,0.948306,1.194842,1.282371,1.217796
24720,1.212692,1.092198,0.878589,1.130036,1.265418,1.205718
24730,1.242789,1.168017,0.879942,1.080636,1.210888,1.247216
24740,1.266573,1.148716,0.887635,1.173764,1.216872,1.245862
24750,1.155667,1.204576,0.819044,1.136679,1.331558,1.217905
24760,1.102297,1.167705,0.833904,1.095923,1.335936,1.208587
24770,1.109879,1.16971,0.829298,1.059439,1.374959,1.194731
24780,1.058368,1.207403,0.83674,1.070717,1.269598,1.393416
24790,1.216353,1.140087,0.850624,1.062832,1.269968,1.346385
24800,1.245433,1.213444,0.903915,1.121104,1.210072,1.298413
24810,1.292326,1.191742,0.898012,1.092045,1.265287,1.193261
24820,1.229814,1.262242,0.905316,1.099098,1.268563,1.32805
24830,1.260303,1.218541,0.971367,1.066226,1.26633,1.368374
24840,1.141166,1.168974,0.977945,1.197752,1.270586,1.429268
24850,1.21694,1.186709,0.909337,1.153968,1.256416,1.338014
24860,1.158981,1.167294,0.92197,1.142436,1.247336,1.300605
24870,1.089088,1.102965,0.941715,1.100952,1.261988,1.263889
24880,1.015502,1.040966,0.951909,1.187815,1.307578,1.201471
24890,1.136644,1.040494,0.973608,1.13934,1.295557,1.276723
24900,1.095063,1.033876,0.953504,1.179527,1.250026,1.235458
24910,1.119292,1.202938,0.925963,1.078491,1.229423,1.361329
24920,1.038025,1.167959,0.892025,1.134311,1.191454,1.271489
24930,1.062881,1.098804,0.890623,1.105531,1.230972,1.341977
24940,1.105249,1.158966,0.918208,1.17771,1.27424,1.258676
24950,1.167672,1.303621,0.933388,1.120883,1.244129,1.351363
24960,1.10356,1.255676,0.895879,1.184296,1.285718,1.346842
24970,1.129592,1.298772,0.895174,1.278773,1.279224,1.335575
24980,1.099897,1.264782,0.871837,1.391976,1.280919,1.30518
24990,1.103205,1.19978,0.900306,1.244561,1.267633,1.31207
25000,1.052303,1.244231,1.038957,1.284946,1.216438,1.306504
25010,1.054838,1.07252,0.997833,1.233508,1.260475,1.126137
25020,1.089227,1.152461,1.025579,1.349131,1.225111,1.124236
25030,1.133723,1.235729,1.082508,1.243835,1.280438,1.176508
25040,1.112289,1.174631,1.176848,1.218848,1.222989,1.265394
25050,1.132855,1.23556,1.166193,1.25384,1.25336,1.381359
25060,1.102799,1.190495,1.134895,1.214427,1.243855,1.401355
25070,1.076355,1.273057,1.072227,1.201294,1.205446,1.414167
25080,1.191055,1.229841,1.160208,1.227072,1.252174,1.361847
25090,1.108822,1.158529,1.091557,1.182217,1.200219,1.303369
25100,1.046181,1.322943,0.931241,1.177387,1.269793,1.246725
25110,1.07665,1.229616,0.875358,1.156276,1.265886,1.276767
25120,1.140576,1.33706,0.88217,1.168818,1.253736,1.229782
25130,1.065816,1.31956,0.901285,1.128305,1.269127,1.220047
25140,1.066555,1.243343,0.881227,1.136503,1.185879,1.276026
25150,1.061577,1.159236,0.857859,1.146333,1.286486,1.288807
25160,1.105098,1.2776,0.893286,1.124431,1.269541,1.230754
25170,1.19468,1.327382,0.860463,1.129661,1.251922,1.256633
25180,1.177604,1.376337,1.019776,1.130603,1.350354,1.180298
25190,1.121887,1.249476,0.908535,1.123201,1.251057,1.276196
25200,1.107837,1.114622,0.916461,1.187465,1.241926,1.225048
25210,0.972314,1.152969,0.962419,1.209675,1.244609,1.2981
25220,0.957694,1.270937,0.902958,1.066298,1.264913,1.328617
25230,1.102796,1.275606,0.84212,1.168425,1.288074,1.273258
25240,0.983295,1.326628,0.870455,1.154114,1.219341,1.291019
25250,1.114923,1.327836,0.827236,1.120391,1.292372,1.255363
25260,1.081401,1.304452,0.947862,1.121803,1.267506,1.304662
25270,1.085966,1.299381,0.900241,1.140617,1.232397,1.28196
25280,1.116,1.276125,1.031073,1.115455,1.285575,1.219328
25290,1.104216,1.396255,0.941586,1.177295,1.305452,1.217141
25300,1.013092,1.32934,0.966579,1.227863,1.228557,1.184338
25310,1.160458,1.299064,0.915703,1.186312,1.299177,1.235204
25320,1.265779,1.241245,0.918201,1.15502,1.294415,1.279237
25330,1.200972,1.321617,0.909936,1.132636,1.31208,1.26958
25340,1.312181,1.317702,0.901238,1.198796,1.281901,1.337486
25350,1.41061,1.330063,0.79287,1.094798,1.239419,1.352017
25360,1.425819,1.299676,0.9082,1.130905,1.348832,1.200153
25370,1.352428,1.345473,0.934935,1.140258,1.386689,1.261436
25380,1.374991,1.288772,0.871514,1.052985,1.337,1.325225
25390,1.41351,1.261297,0.911197,1.103072,1.330994,1.324121
25400,1.351887,1.253201,0.897518,1.114784,1.357148,1.296495
25410,1.357236,1.291489,0.942711,1.121829,1.271174,1.36386
25420,1.363103,1.205046,0.867369,1.119644,1.297182,1.265121
25430,1.349049,1.35666,0.914109,1.135741,1.284508,1.215368
25440,1.342675,1.239132,0.955229,1.100068,1.243924,1.174178
25450,1.283875,1.261972,0.932969,1.114924,1.26,1.158425
25460,1.310319,1.259237,0.902891,1.089751,1.149903,1.253913
25470,1.136527,1.260677,0.883056,1.073707,1.235814,1.221485
25480,1.185066,1.307305,0.879073,1.082959,1.226425,1.22179
25490,1.293479,1.33315,0.826905,1.135874,1.250766,1.188392
25500,1.303608,1.282512,0.923963,1.130815,1.287525,1.180216
25510,1.201665,1.228771,0.924243,1.186491,1.259497,1.148854
25520,1.072432,1.293314,1.000757,1.089825,1.230942,1.226509
25530,1.033088,1.160526,0.925794,1.071934,1.259575,1.257051
25540,1.080565,1.234416,1.026578,1.057303,1.272026,1.153022
25550,1.198003,1.168807,0.95788,1.037756,1.181929,1.309268
25560,1.184826,1.067931,1.037147,1.075741,1.317768,1.278561
25570,1.09551,1.164331,0.947964,1.087859,1.224406,1.287796
25580,1.138421,1.16614,0.865252,1.171139,1.2371,1.253871
25590,1.251816,1.134185,0.940903,1.087182,1.271144,1.261399
25600,1.349804,1.165748,0.858349,1.160759,1.227933,1.218379
25610,1.225731,1.194714,0.875433,1.201292,1.198766,1.18069
25620,1.221223,1.215745,0.813213,1.067658,1.200684,1.166328
25630,1.143508,1.184896,0.836666,1.112729,1.180078,1.298796
25640,1.108593,1.068528,0.882766,1.031099,1.17588,1.227649
25650,1.167369,1.175498,0.89543,1.160944,1.18491,1.22269
25660,1.145464,1.13177,0.861689,1.072513,1.196164,1.202195
25670,1.231159,1.05981,0.945268,1.031999,1.219887,1.210709
25680,1.296068,1.075632,0.90773,1.073295,1.249469,1.274342
25690,1.127491,1.043961,0.931074,1.120664,1.290262,1.197696
25700,1.126071,1.115359,0.836301,1.133588,1.31956,1.213914
25710,1.174443,1.228537,0.865024,1.164089,1.254788,1.24767
25720,1.113562,1.049455,0.890626,1.133907,1.279218,1.194768
25730,1.227833,1.180296,0.914148,1.099528,1.271736,1.171948
25740,1.209014,1.212068,0.862483,1.13254,1.28368,1.276082
25750,1.175434,1.077543,0.896591,1.21179,1.317482,1.237781
25760,1.209034,1.07424,0.967114,1.118384,1.288975,1.191139
